familia;indice_fam;subposicion_1;subposicion_2;subposicion_3;subposicion_4;energia
185;4;3;4;2;2;3.9081124000000003
186;1;2;2;3;5;5.2748162
186;2;2;2;5;3;5.2748162
186;3;5;3;2;2;5.2748162
186;4;3;5;2;2;5.2748162
187;1;2;2;4;5;6.7687256
187;2;2;2;5;4;6.7687256
187;3;5;4;2;2;6.7687256
187;4;4;5;2;2;6.7687256
188;1;2;3;0;4;3.8475079
188;2;3;2;4;0;3.8475079
188;3;4;0;3;2;3.8475079
188;4;0;4;2;3;3.8475079
189;1;2;3;0;5;5.2142117
189;2;3;2;5;0;5.2142117
189;3;5;0;3;2;5.2142117
189;4;0;5;2;3;5.2142117
190;1;2;3;1;4;5.137629
190;2;3;2;4;1;5.1376290000000004
190;3;4;1;3;2;5.1376290000000004
190;4;1;4;2;3;5.1376290000000004
191;1;2;3;1;5;6.504332799999999
191;2;3;2;5;1;6.5043328
191;3;5;1;3;2;6.5043328
191;4;1;5;2;3;6.5043328
192;1;2;3;2;4;3.9081124
192;2;3;2;4;2;3.9081124000000003
192;3;4;2;3;2;3.9081124000000003
192;4;2;4;2;3;3.9081124000000003
193;1;2;3;2;5;5.2748162
193;2;3;2;5;2;5.2748162
193;3;5;2;3;2;5.2748162
193;4;2;5;2;3;5.2748162
194;1;2;3;3;3;3.5000955000000005
194;2;3;2;3;3;3.5000955000000005
194;3;3;3;3;2;3.5000955000000005
194;4;3;3;2;3;3.5000955000000005
195;1;2;3;3;4;4.9940049
195;2;3;2;4;3;4.9940049
195;3;4;3;3;2;4.9940049
195;4;3;4;2;3;4.9940049
196;1;2;3;3;5;6.3607087
196;2;3;2;5;3;6.3607087
196;3;5;3;3;2;6.3607087
196;4;3;5;2;3;6.3607087
197;1;2;3;4;4;6.4879143
197;2;3;2;4;4;6.4879143
197;3;4;4;3;2;6.4879143
197;4;4;4;2;3;6.4879143
198;1;2;3;4;5;7.8546181
198;2;3;2;5;4;7.8546181
198;3;5;4;3;2;7.8546181
198;4;4;5;2;3;7.8546181
199;1;2;3;5;5;9.2213219
199;2;3;2;5;5;9.2213219
199;3;5;5;3;2;9.2213219
199;4;5;5;2;3;9.2213219
200;1;2;4;0;5;6.7081211
200;2;4;2;5;0;6.7081211
200;3;5;0;4;2;6.7081211
200;4;0;5;2;4;6.7081211
201;1;2;4;1;5;7.9982422
201;2;4;2;5;1;7.9982422
201;3;5;1;4;2;7.9982422
201;4;1;5;2;4;7.9982422
202;1;2;4;2;5;6.7687256
202;2;4;2;5;2;6.7687256
202;3;5;2;4;2;6.7687256
202;4;2;5;2;4;6.7687256
203;1;2;4;3;4;6.4879143
203;2;4;2;4;3;6.4879143
203;3;4;3;4;2;6.4879143
203;4;3;4;2;4;6.4879143
204;1;2;4;3;5;7.8546181
204;2;4;2;5;3;7.8546181
204;3;5;3;4;2;7.8546181
204;4;3;5;2;4;7.8546181
205;1;2;4;4;4;7.9818237
205;2;4;2;4;4;7.9818237
205;3;4;4;4;2;7.9818237
205;4;4;4;2;4;7.9818237
206;1;2;4;4;5;9.3485275
206;2;4;2;5;4;9.3485275
206;3;5;4;4;2;9.3485275
206;4;4;5;2;4;9.3485275
207;1;2;4;5;5;10.7152313
207;2;4;2;5;5;10.7152313
207;3;5;5;4;2;10.7152313
207;4;5;5;2;4;10.7152313
208;1;2;5;3;5;9.2213219
208;2;5;2;5;3;9.2213219
208;3;5;3;5;2;9.2213219
208;4;3;5;2;5;9.2213219
209;1;2;5;4;5;10.7152313
209;2;5;2;5;4;10.7152313
209;3;5;4;5;2;10.7152313
209;4;4;5;2;5;10.7152313
210;1;2;5;5;5;12.081935099999999
210;2;5;2;5;5;12.081935099999999
210;3;5;5;5;2;12.081935099999999
210;4;5;5;2;5;12.081935099999999
211;1;3;0;0;4;3.7869034
211;2;0;3;4;0;3.7869034
211;3;4;0;0;3;3.7869034
211;4;0;4;3;0;3.7869034
212;1;3;0;0;5;5.1536072
212;2;0;3;5;0;5.1536072
212;3;5;0;0;3;5.1536072
212;4;0;5;3;0;5.1536072
213;1;3;0;1;3;3.5831151
213;2;0;3;3;1;3.5831151
213;3;3;1;0;3;3.5831151
213;4;1;3;3;0;3.5831151
214;1;3;0;1;4;5.0770245
214;2;0;3;4;1;5.0770245
214;3;4;1;0;3;5.0770245
214;4;1;4;3;0;5.0770245
215;1;3;0;1;5;6.4437283
215;2;0;3;5;1;6.4437283
215;3;5;1;0;3;6.4437283
215;4;1;5;3;0;6.4437283
216;1;3;0;2;3;2.3535985000000004
216;2;0;3;3;2;2.3535985000000004
216;3;3;2;0;3;2.3535985000000004
216;4;2;3;3;0;2.3535985000000004
217;1;3;0;2;4;3.8475079
217;2;0;3;4;2;3.8475079
217;3;4;2;0;3;3.8475079
217;4;2;4;3;0;3.8475079
218;1;3;0;2;5;5.2142117
218;2;0;3;5;2;5.2142117
218;3;5;2;0;3;5.2142117
218;4;2;5;3;0;5.2142117
219;1;3;0;3;4;4.9334004
219;2;0;3;4;3;4.9334004
219;3;4;3;0;3;4.9334004
219;4;3;4;3;0;4.9334004
220;1;3;0;3;5;6.3001042
220;2;0;3;5;3;6.3001042
220;3;5;3;0;3;6.3001042
220;4;3;5;3;0;6.3001042
221;1;3;0;4;5;7.7940135999999995
221;2;0;3;5;4;7.7940135999999995
221;3;5;4;0;3;7.7940135999999995
221;4;4;5;3;0;7.7940135999999995
222;1;3;1;0;4;5.0770245
222;2;1;3;4;0;5.0770245
222;3;4;0;1;3;5.0770245
222;4;0;4;3;1;5.0770245
223;1;3;1;0;5;6.4437283
223;2;1;3;5;0;6.4437283
223;3;5;0;1;3;6.4437283
223;4;0;5;3;1;6.4437283
224;1;3;1;1;4;6.3671456
224;2;1;3;4;1;6.367145600000001
224;3;4;1;1;3;6.3671456
224;4;1;4;3;1;6.367145600000001
225;1;3;1;1;5;7.7338493999999995
225;2;1;3;5;1;7.7338494
225;3;5;1;1;3;7.7338494
225;4;1;5;3;1;7.7338494
226;1;3;1;2;3;3.6437196000000003
226;2;1;3;3;2;3.6437196000000003
226;3;3;2;1;3;3.6437196
226;4;2;3;3;1;3.6437196000000003
227;1;3;1;2;4;5.1376290000000004
227;2;1;3;4;2;5.1376290000000004
227;3;4;2;1;3;5.1376290000000004
227;4;2;4;3;1;5.1376290000000004
228;1;3;1;2;5;6.5043328
228;2;1;3;5;2;6.5043328
228;3;5;2;1;3;6.5043328
228;4;2;5;3;1;6.5043328
229;1;3;1;3;4;6.2235215
229;2;1;3;4;3;6.2235215
229;3;4;3;1;3;6.2235215
229;4;3;4;3;1;6.2235215
230;1;3;1;3;5;7.5902253
230;2;1;3;5;3;7.5902253
230;3;5;3;1;3;7.5902253
230;4;3;5;3;1;7.5902253
231;1;3;1;4;5;9.0841347
231;2;1;3;5;4;9.0841347
231;3;5;4;1;3;9.0841347
231;4;4;5;3;1;9.0841347
232;1;3;2;0;4;3.8475079
232;2;2;3;4;0;3.8475079
232;3;4;0;2;3;3.8475079
232;4;0;4;3;2;3.8475079
233;1;3;2;0;5;5.2142117
233;2;2;3;5;0;5.2142117
233;3;5;0;2;3;5.2142117
233;4;0;5;3;2;5.2142117
234;1;3;2;1;4;5.137629
234;2;2;3;4;1;5.1376290000000004
234;3;4;1;2;3;5.1376290000000004
234;4;1;4;3;2;5.1376290000000004
235;1;3;2;1;5;6.504332799999999
235;2;2;3;5;1;6.5043328
235;3;5;1;2;3;6.5043328
235;4;1;5;3;2;6.5043328
236;1;3;2;2;4;3.9081124
236;2;2;3;4;2;3.9081124000000003
236;3;4;2;2;3;3.9081124000000003
236;4;2;4;3;2;3.9081124000000003
237;1;3;2;2;5;5.2748162
237;2;2;3;5;2;5.2748162
237;3;5;2;2;3;5.2748162
237;4;2;5;3;2;5.2748162
238;1;3;2;3;4;4.9940049
238;2;2;3;4;3;4.9940049
238;3;4;3;2;3;4.9940049
238;4;3;4;3;2;4.9940049
239;1;3;2;3;5;6.3607087
239;2;2;3;5;3;6.3607087
239;3;5;3;2;3;6.3607087
239;4;3;5;3;2;6.3607087
240;1;3;2;4;5;7.8546181
240;2;2;3;5;4;7.8546181
240;3;5;4;2;3;7.8546181
240;4;4;5;3;2;7.8546181
241;1;3;3;0;4;4.9334004
241;2;3;3;4;0;4.9334004
241;3;4;0;3;3;4.9334004
241;4;0;4;3;3;4.9334004
242;1;3;3;0;5;6.3001042
242;2;3;3;5;0;6.3001042
242;3;5;0;3;3;6.3001042
242;4;0;5;3;3;6.3001042
243;1;3;3;1;4;6.2235215
243;2;3;3;4;1;6.2235215
243;3;4;1;3;3;6.2235215
243;4;1;4;3;3;6.2235215
244;1;3;3;1;5;7.5902253
244;2;3;3;5;1;7.5902253
244;3;5;1;3;3;7.5902253
244;4;1;5;3;3;7.5902253
245;1;3;3;2;4;4.9940049
245;2;3;3;4;2;4.9940049
245;3;4;2;3;3;4.9940049
245;4;2;4;3;3;4.9940049
246;1;3;3;2;5;6.3607087
246;2;3;3;5;2;6.3607087
246;3;5;2;3;3;6.3607087
246;4;2;5;3;3;6.3607087
247;1;3;3;3;4;6.0798974
247;2;3;3;4;3;6.0798974
247;3;4;3;3;3;6.0798974
247;4;3;4;3;3;6.0798974
248;1;3;3;3;5;7.4466012
248;2;3;3;5;3;7.4466012
248;3;5;3;3;3;7.4466012
248;4;3;5;3;3;7.4466012
249;1;3;3;4;5;8.9405106
249;2;3;3;5;4;8.9405106
249;3;5;4;3;3;8.9405106
249;4;4;5;3;3;8.9405106
250;1;3;4;0;5;7.7940135999999995
250;2;4;3;5;0;7.7940135999999995
250;3;5;0;4;3;7.7940135999999995
250;4;0;5;3;4;7.7940135999999995
251;1;3;4;1;5;9.0841347
251;2;4;3;5;1;9.0841347
251;3;5;1;4;3;9.0841347
251;4;1;5;3;4;9.0841347
252;1;3;4;2;5;7.8546181
252;2;4;3;5;2;7.8546181
252;3;5;2;4;3;7.8546181
252;4;2;5;3;4;7.8546181
253;1;3;4;3;5;8.9405106
253;2;4;3;5;3;8.9405106
253;3;5;3;4;3;8.9405106
253;4;3;5;3;4;8.9405106
254;1;3;4;4;4;9.0677162
254;2;4;3;4;4;9.0677162
254;3;4;4;4;3;9.0677162
254;4;4;4;3;4;9.0677162
255;1;3;4;4;5;10.43442
255;2;4;3;5;4;10.43442
255;3;5;4;4;3;10.43442
255;4;4;5;3;4;10.43442
256;1;3;4;5;5;11.8011238
256;2;4;3;5;5;11.8011238
256;3;5;5;4;3;11.8011238
256;4;5;5;3;4;11.8011238
257;1;3;5;4;5;11.8011238
257;2;5;3;5;4;11.8011238
257;3;5;4;5;3;11.8011238
257;4;4;5;3;5;11.8011238
258;1;3;5;5;5;13.167827599999999
258;2;5;3;5;5;13.167827599999999
258;3;5;5;5;3;13.167827599999999
258;4;5;5;3;5;13.167827599999999
259;1;4;0;0;5;6.647516599999999
259;2;0;4;5;0;6.647516599999999
259;3;5;0;0;4;6.647516599999999
259;4;0;5;4;0;6.647516599999999
260;1;4;0;1;4;6.5709339
260;2;0;4;4;1;6.5709339
260;3;4;1;0;4;6.5709339
260;4;1;4;4;0;6.5709339
261;1;4;0;1;5;7.9376377
261;2;0;4;5;1;7.9376377
261;3;5;1;0;4;7.9376377
261;4;1;5;4;0;7.9376377
262;1;4;0;2;4;5.3414173
262;2;0;4;4;2;5.3414173
262;3;4;2;0;4;5.3414173
262;4;2;4;4;0;5.3414173
263;1;4;0;2;5;6.7081211
263;2;0;4;5;2;6.7081211
263;3;5;2;0;4;6.7081211
263;4;2;5;4;0;6.7081211
264;1;4;0;3;4;6.4273098
264;2;0;4;4;3;6.4273098
264;3;4;3;0;4;6.4273098
264;4;3;4;4;0;6.4273098
265;1;4;0;3;5;7.7940135999999995
265;2;0;4;5;3;7.7940135999999995
265;3;5;3;0;4;7.7940135999999995
265;4;3;5;4;0;7.7940135999999995
266;1;4;0;4;5;9.287923
266;2;0;4;5;4;9.287923
266;3;5;4;0;4;9.287923
266;4;4;5;4;0;9.287923
267;1;4;1;0;5;7.9376377
267;2;1;4;5;0;7.9376377
267;3;5;0;1;4;7.9376377
267;4;0;5;4;1;7.9376377
268;1;4;1;1;5;9.2277588
268;2;1;4;5;1;9.2277588
268;3;5;1;1;4;9.2277588
268;4;1;5;4;1;9.2277588
269;1;4;1;2;4;6.6315384
269;2;1;4;4;2;6.6315384
269;3;4;2;1;4;6.6315384
269;4;2;4;4;1;6.6315384
270;1;4;1;2;5;7.9982422
270;2;1;4;5;2;7.9982422
270;3;5;2;1;4;7.9982422
270;4;2;5;4;1;7.9982422
271;1;4;1;3;4;7.7174309
271;2;1;4;4;3;7.7174309
271;3;4;3;1;4;7.7174309
271;4;3;4;4;1;7.7174309
272;1;4;1;3;5;9.0841347
272;2;1;4;5;3;9.0841347
272;3;5;3;1;4;9.0841347
272;4;3;5;4;1;9.0841347
273;1;4;1;4;5;10.5780441
273;2;1;4;5;4;10.5780441
273;3;5;4;1;4;10.5780441
273;4;4;5;4;1;10.5780441
274;1;4;2;0;5;6.7081211
274;2;2;4;5;0;6.7081211
274;3;5;0;2;4;6.7081211
274;4;0;5;4;2;6.7081211
275;1;4;2;1;5;7.9982422
275;2;2;4;5;1;7.9982422
275;3;5;1;2;4;7.9982422
275;4;1;5;4;2;7.9982422
276;1;4;2;2;5;6.7687256
276;2;2;4;5;2;6.7687256
276;3;5;2;2;4;6.7687256
276;4;2;5;4;2;6.7687256
277;1;4;2;3;4;6.4879143
277;2;2;4;4;3;6.4879143
277;3;4;3;2;4;6.4879143
277;4;3;4;4;2;6.4879143
278;1;4;2;3;5;7.8546181
278;2;2;4;5;3;7.8546181
278;3;5;3;2;4;7.8546181
278;4;3;5;4;2;7.8546181
279;1;4;2;4;5;9.3485275
279;2;2;4;5;4;9.3485275
279;3;5;4;2;4;9.3485275
279;4;4;5;4;2;9.3485275
280;1;4;3;0;5;7.7940135999999995
280;2;3;4;5;0;7.7940135999999995
280;3;5;0;3;4;7.7940135999999995
280;4;0;5;4;3;7.7940135999999995
281;1;4;3;1;5;9.0841347
281;2;3;4;5;1;9.0841347
281;3;5;1;3;4;9.0841347
281;4;1;5;4;3;9.0841347
282;1;4;3;2;5;7.8546181
282;2;3;4;5;2;7.8546181
282;3;5;2;3;4;7.8546181
282;4;2;5;4;3;7.8546181
283;1;4;3;3;5;8.9405106
283;2;3;4;5;3;8.9405106
283;3;5;3;3;4;8.9405106
283;4;3;5;4;3;8.9405106
284;1;4;3;4;5;10.43442
284;2;3;4;5;4;10.43442
284;3;5;4;3;4;10.43442
284;4;4;5;4;3;10.43442
285;1;4;4;0;5;9.287923
285;2;4;4;5;0;9.287923
285;3;5;0;4;4;9.287923
285;4;0;5;4;4;9.287923
286;1;4;4;1;5;10.5780441
286;2;4;4;5;1;10.5780441
286;3;5;1;4;4;10.5780441
286;4;1;5;4;4;10.5780441
287;1;4;4;2;5;9.3485275
287;2;4;4;5;2;9.3485275
287;3;5;2;4;4;9.3485275
287;4;2;5;4;4;9.3485275
288;1;4;4;3;5;10.43442
288;2;4;4;5;3;10.43442
288;3;5;3;4;4;10.43442
288;4;3;5;4;4;10.43442
289;1;4;4;4;5;11.928329399999999
289;2;4;4;5;4;11.928329399999999
289;3;5;4;4;4;11.928329399999999
289;4;4;5;4;4;11.928329399999999
290;1;4;5;5;5;14.661736999999999
290;2;5;4;5;5;14.661736999999999
290;3;5;5;5;4;14.661736999999999
290;4;5;5;4;5;14.661736999999999
291;1;5;0;1;5;9.3043415
291;2;0;5;5;1;9.3043415
291;3;5;1;0;5;9.3043415
291;4;1;5;5;0;9.3043415
292;1;5;0;2;5;8.0748249
292;2;0;5;5;2;8.0748249
292;3;5;2;0;5;8.0748249
292;4;2;5;5;0;8.0748249
293;1;5;0;3;5;9.1607174
293;2;0;5;5;3;9.1607174
293;3;5;3;0;5;9.1607174
293;4;3;5;5;0;9.1607174
294;1;5;0;4;5;10.654626799999999
294;2;0;5;5;4;10.654626799999999
294;3;5;4;0;5;10.654626799999999
294;4;4;5;5;0;10.654626799999999
295;1;5;1;2;5;9.364946
295;2;1;5;5;2;9.364946
295;3;5;2;1;5;9.364946
295;4;2;5;5;1;9.364946
296;1;5;1;3;5;10.4508385
296;2;1;5;5;3;10.4508385
296;3;5;3;1;5;10.4508385
296;4;3;5;5;1;10.4508385
297;1;5;1;4;5;11.9447479
297;2;1;5;5;4;11.9447479
297;3;5;4;1;5;11.9447479
297;4;4;5;5;1;11.9447479
298;1;5;2;3;5;9.2213219
298;2;2;5;5;3;9.2213219
298;3;5;3;2;5;9.2213219
298;4;3;5;5;2;9.2213219
299;1;5;2;4;5;10.7152313
299;2;2;5;5;4;10.7152313
299;3;5;4;2;5;10.7152313
299;4;4;5;5;2;10.7152313
300;1;5;3;4;5;11.8011238
300;2;3;5;5;4;11.8011238
300;3;5;4;3;5;11.8011238
300;4;4;5;5;3;11.8011238
301;1;0;0;1;1;2.5802422
301;2;1;1;0;0;2.5802422
302;1;0;0;2;2;0.121209
302;2;2;2;0;0;0.121209
303;1;0;0;3;3;2.292994
303;2;3;3;0;0;2.292994
304;1;0;0;4;4;5.2808128
304;2;4;4;0;0;5.2808128
305;1;0;0;5;5;8.0142204
305;2;5;5;0;0;8.0142204
306;1;1;1;2;2;2.7014512
306;2;2;2;1;1;2.7014511999999997
307;1;1;1;3;3;4.8732362
307;2;3;3;1;1;4.8732362
308;1;1;1;4;4;7.8610549999999995
308;2;4;4;1;1;7.861055
309;1;1;1;5;5;10.5944626
309;2;5;5;1;1;10.5944626
310;1;2;2;3;3;2.414203
310;2;3;3;2;2;2.4142030000000005
311;1;2;2;4;4;5.4020218
311;2;4;4;2;2;5.4020218
312;1;2;2;5;5;8.1354294
312;2;5;5;2;2;8.1354294
313;1;3;3;4;4;7.5738068
313;2;4;4;3;3;7.5738068
314;1;3;3;5;5;10.3072144
314;2;5;5;3;3;10.3072144
315;1;4;4;5;5;13.295033199999999
315;2;5;5;4;4;13.295033199999999
316;1;1;0;0;1;2.5802422
316;2;0;1;1;0;2.5802422
317;1;2;0;0;2;0.121209
317;2;0;2;2;0;0.121209
318;1;2;1;1;2;2.7014512
318;2;1;2;2;1;2.7014511999999997
319;1;3;0;0;3;2.292994
319;2;0;3;3;0;2.292994
320;1;3;1;1;3;4.8732362
320;2;1;3;3;1;4.8732362
321;1;3;2;2;3;2.414203
321;2;2;3;3;2;2.4142030000000005
322;1;4;0;0;4;5.2808128
322;2;0;4;4;0;5.2808128
323;1;4;1;1;4;7.8610549999999995
323;2;1;4;4;1;7.861055
324;1;4;2;2;4;5.4020218
324;2;2;4;4;2;5.4020218
325;1;4;3;3;4;7.5738068
325;2;3;4;4;3;7.5738068
326;1;5;0;0;5;8.0142204
326;2;0;5;5;0;8.0142204
327;1;5;1;1;5;10.5944626
327;2;1;5;5;1;10.5944626
328;1;5;2;2;5;8.1354294
328;2;2;5;5;2;8.1354294
329;1;5;3;3;5;10.3072144
329;2;3;5;5;3;10.3072144
330;1;5;4;4;5;13.295033199999999
330;2;4;5;5;4;13.295033199999999
331;1;0;1;0;1;2.5802422
331;2;1;0;1;0;2.5802422
332;1;0;2;0;2;0.121209
332;2;2;0;2;0;0.121209
333;1;0;3;0;3;2.292994
333;2;3;0;3;0;2.292994
334;1;0;4;0;4;5.2808128
334;2;4;0;4;0;5.2808128
335;1;0;5;0;5;8.0142204
335;2;5;0;5;0;8.0142204
336;1;1;2;1;2;2.7014512
336;2;2;1;2;1;2.7014511999999997
337;1;1;3;1;3;4.8732362
337;2;3;1;3;1;4.8732362
338;1;1;4;1;4;7.8610549999999995
338;2;4;1;4;1;7.861055
339;1;1;5;1;5;10.5944626
339;2;5;1;5;1;10.5944626
340;1;2;3;2;3;2.414203
340;2;3;2;3;2;2.4142030000000005
341;1;2;4;2;4;5.4020218
341;2;4;2;4;2;5.4020218
342;1;2;5;2;5;8.1354294
342;2;5;2;5;2;8.1354294
343;1;3;4;3;4;7.5738068
343;2;4;3;4;3;7.5738068
344;1;3;5;3;5;10.3072144
344;2;5;3;5;3;10.3072144
345;1;4;5;4;5;13.295033199999999
345;2;5;4;5;4;13.295033199999999
346;1;1;1;1;1;5.1604844
347;1;2;2;2;2;0.242418
348;1;3;3;3;3;4.585988
349;1;4;4;4;4;10.5616256
350;1;5;5;5;5;16.0284408
