familia;indice_fam;subposicion_1;subposicion_2;subposicion_3;subposicion_4;energia
192;3;4;2;3;2;4.2141619
192;4;2;4;2;3;4.2141619
193;1;2;3;2;5;4.9433966
193;2;3;2;5;2;4.9433966
193;3;5;2;3;2;4.9433966
193;4;2;5;2;3;4.9433966
194;1;2;3;3;3;3.1691686
194;2;3;2;3;3;3.1691686
194;3;3;3;3;2;3.1691686
194;4;3;3;2;3;3.1691686
195;1;2;3;3;4;3.14364
195;2;3;2;4;3;3.14364
195;3;4;3;3;2;3.14364
195;4;3;4;2;3;3.14364
196;1;2;3;3;5;1.9792548
196;2;3;2;5;3;1.9792548
196;3;5;3;3;2;1.9792548
196;4;3;5;2;3;1.9792548
197;1;2;3;4;4;4.739227
197;2;3;2;4;4;4.739227
197;3;4;4;3;2;4.739227
197;4;4;4;2;3;4.739227
198;1;2;3;4;5;3.6016071
198;2;3;2;5;4;3.6016071
198;3;5;4;3;2;3.6016071
198;4;4;5;2;3;3.6016071
199;1;2;3;5;5;7.0335113
199;2;3;2;5;5;7.0335113
199;3;5;5;3;2;7.0335113
199;4;5;5;2;3;7.0335113
200;1;2;4;0;5;17.4430523
200;2;4;2;5;0;17.4430523
200;3;5;0;4;2;17.4430523
200;4;0;5;2;4;17.4430523
201;1;2;4;1;5;9.9958007
201;2;4;2;5;1;9.9958007
201;3;5;1;4;2;9.9958007
201;4;1;5;2;4;9.9958007
202;1;2;4;2;5;4.2168332
202;2;4;2;5;2;4.2168332
202;3;5;2;4;2;4.2168332
202;4;2;5;2;4;4.2168332
203;1;2;4;3;4;5.2136483
203;2;4;2;4;3;5.2136483
203;3;4;3;4;2;5.2136483
203;4;3;4;2;4;5.2136483
204;1;2;4;3;5;2.5362439
204;2;4;2;5;3;2.5362439
204;3;5;3;4;2;2.5362439
204;4;3;5;2;4;2.5362439
205;1;2;4;4;4;8.9123467
205;2;4;2;4;4;8.9123467
205;3;4;4;4;2;8.9123467
205;4;4;4;2;4;8.9123467
206;1;2;4;4;5;6.6503598
206;2;4;2;5;4;6.6503598
206;3;5;4;4;2;6.6503598
206;4;4;5;2;4;6.6503598
207;1;2;4;5;5;22.0133168
207;2;4;2;5;5;22.0133168
207;3;5;5;4;2;22.0133168
207;4;5;5;2;4;22.0133168
208;1;2;5;3;5;1.0156482
208;2;5;2;5;3;1.0156482
208;3;5;3;5;2;1.0156482
208;4;3;5;2;5;1.0156482
209;1;2;5;4;5;8.0818567
209;2;5;2;5;4;8.0818567
209;3;5;4;5;2;8.0818567
209;4;4;5;2;5;8.0818567
210;1;2;5;5;5;12.8864673
210;2;5;2;5;5;12.8864673
210;3;5;5;5;2;12.8864673
210;4;5;5;2;5;12.8864673
211;1;3;0;0;4;2.4437567
211;2;0;3;4;0;2.4437567
211;3;4;0;0;3;2.4437567
211;4;0;4;3;0;2.4437567
212;1;3;0;0;5;1.7602128
212;2;0;3;5;0;1.7602128
212;3;5;0;0;3;1.7602128
212;4;0;5;3;0;1.7602128
213;1;3;0;1;3;2.8404352
213;2;0;3;3;1;2.8404352
213;3;3;1;0;3;2.8404352
213;4;1;3;3;0;2.8404352
214;1;3;0;1;4;3.9355921
214;2;0;3;4;1;3.9355921
214;3;4;1;0;3;3.9355921
214;4;1;4;3;0;3.9355921
215;1;3;0;1;5;4.3527121
215;2;0;3;5;1;4.3527121
215;3;5;1;0;3;4.3527121
215;4;1;5;3;0;4.3527121
216;1;3;0;2;3;1.3819633
216;2;0;3;3;2;1.3819633
216;3;3;2;0;3;1.3819633
216;4;2;3;3;0;1.3819633
217;1;3;0;2;4;5.3181754
217;2;0;3;4;2;5.3181754
217;3;4;2;0;3;5.3181754
217;4;2;4;3;0;5.3181754
218;1;3;0;2;5;2.8011192
218;2;0;3;5;2;2.8011192
218;3;5;2;0;3;2.8011192
218;4;2;5;3;0;2.8011192
219;1;3;0;3;4;4.0321562
219;2;0;3;4;3;4.0321562
219;3;4;3;0;3;4.0321562
219;4;3;4;3;0;4.0321562
220;1;3;0;3;5;2.2528523
220;2;0;3;5;3;2.2528523
220;3;5;3;0;3;2.2528523
220;4;3;5;3;0;2.2528523
221;1;3;0;4;5;4.226749
221;2;0;3;5;4;4.226749
221;3;5;4;0;3;4.226749
221;4;4;5;3;0;4.226749
222;1;3;1;0;4;3.6160791
222;2;1;3;4;0;3.6160791
222;3;4;0;1;3;3.6160791
222;4;0;4;3;1;3.6160791
223;1;3;1;0;5;3.0840614
223;2;1;3;5;0;3.0840614
223;3;5;0;1;3;3.0840614
223;4;0;5;3;1;3.0840614
224;1;3;1;1;4;4.4078279
224;2;1;3;4;1;4.4078279
224;3;4;1;1;3;4.4078279
224;4;1;4;3;1;4.4078279
225;1;3;1;1;5;5.0013237
225;2;1;3;5;1;5.0013237
225;3;5;1;1;3;5.0013237
225;4;1;5;3;1;5.0013237
226;1;3;1;2;3;1.5042191
226;2;1;3;3;2;1.5042191
226;3;3;2;1;3;1.5042191
226;4;2;3;3;1;1.5042191
227;1;3;1;2;4;3.3474834
227;2;1;3;4;2;3.3474834
227;3;4;2;1;3;3.3474834
227;4;2;4;3;1;3.3474834
228;1;3;1;2;5;5.010194
228;2;1;3;5;2;5.010194
228;3;5;2;1;3;5.010194
228;4;2;5;3;1;5.010194
229;1;3;1;3;4;6.0135163
229;2;1;3;4;3;6.0135163
229;3;4;3;1;3;6.0135163
229;4;3;4;3;1;6.0135163
230;1;3;1;3;5;4.3833209
230;2;1;3;5;3;4.3833209
230;3;5;3;1;3;4.3833209
230;4;3;5;3;1;4.3833209
231;1;3;1;4;5;6.3774851
231;2;1;3;5;4;6.3774851
231;3;5;4;1;3;6.3774851
231;4;4;5;3;1;6.3774851
232;1;3;2;0;4;2.6505273
232;2;2;3;4;0;2.6505273
232;3;4;0;2;3;2.6505273
232;4;0;4;3;2;2.6505273
233;1;3;2;0;5;1.1812888
233;2;2;3;5;0;1.1812888
233;3;5;0;2;3;1.1812888
233;4;0;5;3;2;1.1812888
234;1;3;2;1;4;2.6870459
234;2;2;3;4;1;2.6870459
234;3;4;1;2;3;2.6870459
234;4;1;4;3;2;2.6870459
235;1;3;2;1;5;2.8668234
235;2;2;3;5;1;2.8668234
235;3;5;1;2;3;2.8668234
235;4;1;5;3;2;2.8668234
236;1;3;2;2;4;1.5007653
236;2;2;3;4;2;1.5007653
236;3;4;2;2;3;1.5007653
236;4;2;4;3;2;1.5007653
237;1;3;2;2;5;1.1710235
237;2;2;3;5;2;1.1710235
237;3;5;2;2;3;1.1710235
237;4;2;5;3;2;1.1710235
238;1;3;2;3;4;4.1712529
238;2;2;3;4;3;4.1712529
238;3;4;3;2;3;4.1712529
238;4;3;4;3;2;4.1712529
239;1;3;2;3;5;2.0683623
239;2;2;3;5;3;2.0683623
239;3;5;3;2;3;2.0683623
239;4;3;5;3;2;2.0683623
240;1;3;2;4;5;2.2882371
240;2;2;3;5;4;2.2882371
240;3;5;4;2;3;2.2882371
240;4;4;5;3;2;2.2882371
241;1;3;3;0;4;3.8414771
241;2;3;3;4;0;3.8414771
241;3;4;0;3;3;3.8414771
241;4;0;4;3;3;3.8414771
242;1;3;3;0;5;3.0980396
242;2;3;3;5;0;3.0980396
242;3;5;0;3;3;3.0980396
242;4;0;5;3;3;3.0980396
243;1;3;3;1;4;6.2543483
243;2;3;3;4;1;6.2543483
243;3;4;1;3;3;6.2543483
243;4;1;4;3;3;6.2543483
244;1;3;3;1;5;6.5823884
244;2;3;3;5;1;6.5823884
244;3;5;1;3;3;6.5823884
244;4;1;5;3;3;6.5823884
245;1;3;3;2;4;5.0904004
245;2;3;3;4;2;5.0904004
245;3;4;2;3;3;5.0904004
245;4;2;4;3;3;5.0904004
246;1;3;3;2;5;4.7635834
246;2;3;3;5;2;4.7635834
246;3;5;2;3;3;4.7635834
246;4;2;5;3;3;4.7635834
247;1;3;3;3;4;5.0331831
247;2;3;3;4;3;5.0331831
247;3;4;3;3;3;5.0331831
247;4;3;4;3;3;5.0331831
248;1;3;3;3;5;3.2304948
248;2;3;3;5;3;3.2304948
248;3;5;3;3;3;3.2304948
248;4;3;5;3;3;3.2304948
249;1;3;3;4;5;4.1705827
249;2;3;3;5;4;4.1705827
249;3;5;4;3;3;4.1705827
249;4;4;5;3;3;4.1705827
250;1;3;4;0;5;3.7646059
250;2;4;3;5;0;3.7646059
250;3;5;0;4;3;3.7646059
250;4;0;5;3;4;3.7646059
251;1;3;4;1;5;7.6795225
251;2;4;3;5;1;7.6795225
251;3;5;1;4;3;7.6795225
251;4;1;5;3;4;7.6795225
252;1;3;4;2;5;3.4799411
252;2;4;3;5;2;3.4799411
252;3;5;2;4;3;3.4799411
252;4;2;5;3;4;3.4799411
253;1;3;4;3;5;2.8362523
253;2;4;3;5;3;2.8362523
253;3;5;3;4;3;2.8362523
253;4;3;5;3;4;2.8362523
254;1;3;4;4;4;7.7963317
254;2;4;3;4;4;7.7963317
254;3;4;4;4;3;7.7963317
254;4;4;4;3;4;7.7963317
255;1;3;4;4;5;5.2501688
255;2;4;3;5;4;5.2501688
255;3;5;4;4;3;5.2501688
255;4;4;5;3;4;5.2501688
256;1;3;4;5;5;6.3150426
256;2;4;3;5;5;6.3150426
256;3;5;5;4;3;6.3150426
256;4;5;5;3;4;6.3150426
257;1;3;5;4;5;5.5996863
257;2;5;3;5;4;5.5996863
257;3;5;4;5;3;5.5996863
257;4;4;5;3;5;5.5996863
258;1;3;5;5;5;29.5074865
258;2;5;3;5;5;29.5074865
258;3;5;5;5;3;29.5074865
258;4;5;5;3;5;29.5074865
259;1;4;0;0;5;0.8130417
259;2;0;4;5;0;0.8130417
259;3;5;0;0;4;0.8130417
259;4;0;5;4;0;0.8130417
260;1;4;0;1;4;5.6672894
260;2;0;4;4;1;5.6672894
260;3;4;1;0;4;5.6672894
260;4;1;4;4;0;5.6672894
261;1;4;0;1;5;4.4459422
261;2;0;4;5;1;4.4459422
261;3;5;1;0;4;4.4459422
261;4;1;5;4;0;4.4459422
262;1;4;0;2;4;5.6815914
262;2;0;4;4;2;5.6815914
262;3;4;2;0;4;5.6815914
262;4;2;4;4;0;5.6815914
263;1;4;0;2;5;2.4716804
263;2;0;4;5;2;2.4716804
263;3;5;2;0;4;2.4716804
263;4;2;5;4;0;2.4716804
264;1;4;0;3;4;4.6763935
264;2;0;4;4;3;4.6763935
264;3;4;3;0;4;4.6763935
264;4;3;4;4;0;4.6763935
265;1;4;0;3;5;1.4556192
265;2;0;4;5;3;1.4556192
265;3;5;3;0;4;1.4556192
265;4;3;5;4;0;1.4556192
266;1;4;0;4;5;4.4564441
266;2;0;4;5;4;4.4564441
266;3;5;4;0;4;4.4564441
266;4;4;5;4;0;4.4564441
267;1;4;1;0;5;2.4319245
267;2;1;4;5;0;2.4319245
267;3;5;0;1;4;2.4319245
267;4;0;5;4;1;2.4319245
268;1;4;1;1;5;5.3868007
268;2;1;4;5;1;5.3868007
268;3;5;1;1;4;5.3868007
268;4;1;5;4;1;5.3868007
269;1;4;1;2;4;5.5391828
269;2;1;4;4;2;5.5391828
269;3;4;2;1;4;5.5391828
269;4;2;4;4;1;5.5391828
270;1;4;1;2;5;3.1655323
270;2;1;4;5;2;3.1655323
270;3;5;2;1;4;3.1655323
270;4;2;5;4;1;3.1655323
271;1;4;1;3;4;7.9626041
271;2;1;4;4;3;7.9626041
271;3;4;3;1;4;7.9626041
271;4;3;4;4;1;7.9626041
272;1;4;1;3;5;4.0339232
272;2;1;4;5;3;4.0339232
272;3;5;3;1;4;4.0339232
272;4;3;5;4;1;4.0339232
273;1;4;1;4;5;7.0117433
273;2;1;4;5;4;7.0117433
273;3;5;4;1;4;7.0117433
273;4;4;5;4;1;7.0117433
274;1;4;2;0;5;1.257813
274;2;2;4;5;0;1.257813
274;3;5;0;2;4;1.257813
274;4;0;5;4;2;1.257813
275;1;4;2;1;5;3.9543374
275;2;2;4;5;1;3.9543374
275;3;5;1;2;4;3.9543374
275;4;1;5;4;2;3.9543374
276;1;4;2;2;5;2.3648925
276;2;2;4;5;2;2.3648925
276;3;5;2;2;4;2.3648925
276;4;2;5;4;2;2.3648925
277;1;4;2;3;4;8.3737697
277;2;2;4;4;3;8.3737697
277;3;4;3;2;4;8.3737697
277;4;3;4;4;2;8.3737697
278;1;4;2;3;5;2.4338171
278;2;2;4;5;3;2.4338171
278;3;5;3;2;4;2.4338171
278;4;3;5;4;2;2.4338171
279;1;4;2;4;5;2.9608292
279;2;2;4;5;4;2.9608292
279;3;5;4;2;4;2.9608292
279;4;4;5;4;2;2.9608292
280;1;4;3;0;5;1.9541391
280;2;3;4;5;0;1.9541391
280;3;5;0;3;4;1.9541391
280;4;0;5;4;3;1.9541391
281;1;4;3;1;5;6.5207622
281;2;3;4;5;1;6.5207622
281;3;5;1;3;4;6.5207622
281;4;1;5;4;3;6.5207622
282;1;4;3;2;5;5.2611062
282;2;3;4;5;2;5.2611062
282;3;5;2;3;4;5.2611062
282;4;2;5;4;3;5.2611062
283;1;4;3;3;5;2.2540847
283;2;3;4;5;3;2.2540847
283;3;5;3;3;4;2.2540847
283;4;3;5;4;3;2.2540847
284;1;4;3;4;5;4.2306821
284;2;3;4;5;4;4.2306821
284;3;5;4;3;4;4.2306821
284;4;4;5;4;3;4.2306821
285;1;4;4;0;5;3.3309977
285;2;4;4;5;0;3.3309977
285;3;5;0;4;4;3.3309977
285;4;0;5;4;4;3.3309977
286;1;4;4;1;5;8.5577527
286;2;4;4;5;1;8.5577527
286;3;5;1;4;4;8.5577527
286;4;1;5;4;4;8.5577527
287;1;4;4;2;5;3.7878868
287;2;4;4;5;2;3.7878868
287;3;5;2;4;4;3.7878868
287;4;2;5;4;4;3.7878868
288;1;4;4;3;5;2.7383616
288;2;4;4;5;3;2.7383616
288;3;5;3;4;4;2.7383616
288;4;3;5;4;4;2.7383616
289;1;4;4;4;5;6.7569846
289;2;4;4;5;4;6.7569846
289;3;5;4;4;4;6.7569846
289;4;4;5;4;4;6.7569846
290;1;4;5;5;5;30.9317609
290;2;5;4;5;5;30.9317609
290;3;5;5;5;4;30.9317609
290;4;5;5;4;5;30.9317609
291;1;5;0;1;5;10.3410763
291;2;0;5;5;1;10.3410763
291;3;5;1;0;5;10.3410763
291;4;1;5;5;0;10.3410763
292;1;5;0;2;5;9.0166999
292;2;0;5;5;2;9.0166999
292;3;5;2;0;5;9.0166999
292;4;2;5;5;0;9.0166999
293;1;5;0;3;5;16.2983919
293;2;0;5;5;3;16.2983919
293;3;5;3;0;5;16.2983919
293;4;3;5;5;0;16.2983919
294;1;5;0;4;5;16.6689056
294;2;0;5;5;4;16.6689056
294;3;5;4;0;5;16.6689056
294;4;4;5;5;0;16.6689056
295;1;5;1;2;5;17.153825
295;2;1;5;5;2;17.153825
295;3;5;2;1;5;17.153825
295;4;2;5;5;1;17.153825
296;1;5;1;3;5;21.7675313
296;2;1;5;5;3;21.7675313
296;3;5;3;1;5;21.7675313
296;4;3;5;5;1;21.7675313
297;1;5;1;4;5;25.003166
297;2;1;5;5;4;25.003166
297;3;5;4;1;5;25.003166
297;4;4;5;5;1;25.003166
298;1;5;2;3;5;19.7825606
298;2;2;5;5;3;19.7825606
298;3;5;3;2;5;19.7825606
298;4;3;5;5;2;19.7825606
299;1;5;2;4;5;18.3430191
299;2;2;5;5;4;18.3430191
299;3;5;4;2;5;18.3430191
299;4;4;5;5;2;18.3430191
300;1;5;3;4;5;17.6965937
300;2;3;5;5;4;17.6965937
300;3;5;4;3;5;17.6965937
300;4;4;5;5;3;17.6965937
301;1;0;0;1;1;4.4875204
301;2;1;1;0;0;4.4875204
302;1;0;0;2;2;2.615703
302;2;2;2;0;0;2.615703
303;1;0;0;3;3;2.3854751
303;2;3;3;0;0;2.3854751
304;1;0;0;4;4;5.6556662
304;2;4;4;0;0;5.6556662
305;1;0;0;5;5;10.8354146
305;2;5;5;0;0;10.8354146
306;1;1;1;2;2;6.5975601
306;2;2;2;1;1;6.5975601
307;1;1;1;3;3;8.9168961
307;2;3;3;1;1;8.9168961
308;1;1;1;4;4;12.7512154
308;2;4;4;1;1;12.7512154
309;1;1;1;5;5;14.5865154
309;2;5;5;1;1;14.5865154
310;1;2;2;3;3;6.1726152
310;2;3;3;2;2;6.1726152
311;1;2;2;4;4;7.3162691
311;2;4;4;2;2;7.3162691
312;1;2;2;5;5;-2.2246173
312;2;5;5;2;2;-2.2246173
313;1;3;3;4;4;6.3556826
313;2;4;4;3;3;6.3556826
314;1;3;3;5;5;6.8419795
314;2;5;5;3;3;6.8419795
315;1;4;4;5;5;7.7739362
315;2;5;5;4;4;7.7739362
316;1;1;0;0;1;2.316772
316;2;0;1;1;0;2.316772
317;1;2;0;0;2;-1.9210818
317;2;0;2;2;0;-1.9210818
318;1;2;1;1;2;4.886867
318;2;1;2;2;1;4.886867
319;1;3;0;0;3;1.8627783
319;2;0;3;3;0;1.8627783
320;1;3;1;1;3;3.4131149
320;2;1;3;3;1;3.4131149
321;1;3;2;2;3;-0.6731418
321;2;2;3;3;2;-0.6731418
322;1;4;0;0;4;4.4712989
322;2;0;4;4;0;4.4712989
323;1;4;1;1;4;7.0148438
323;2;1;4;4;1;7.0148438
324;1;4;2;2;4;4.9132578
324;2;2;4;4;2;4.9132578
325;1;4;3;3;4;7.0191334
325;2;3;4;4;3;7.0191334
326;1;5;0;0;5;7.2862934
326;2;0;5;5;0;7.2862934
327;1;5;1;1;5;15.0474142
327;2;1;5;5;1;15.0474142
328;1;5;2;2;5;7.5002395
328;2;2;5;5;2;7.5002395
329;1;5;3;3;5;16.7636957
329;2;3;5;5;3;16.7636957
330;1;5;4;4;5;13.7889316
330;2;4;5;5;4;13.7889316
331;1;0;1;0;1;3.2488128
331;2;1;0;1;0;3.2488128
332;1;0;2;0;2;0.4878906
332;2;2;0;2;0;0.4878906
333;1;0;3;0;3;2.3401828
333;2;3;0;3;0;2.3401828
334;1;0;4;0;4;5.5089517
334;2;4;0;4;0;5.5089517
335;1;0;5;0;5;12.1203087
335;2;5;0;5;0;12.1203087
336;1;1;2;1;2;5.5681683
336;2;2;1;2;1;5.5681683
337;1;1;3;1;3;6.7125563
337;2;3;1;3;1;6.7125563
338;1;1;4;1;4;13.1281891
338;2;4;1;4;1;13.1281891
339;1;1;5;1;5;16.5860818
339;2;5;1;5;1;16.5860818
340;1;2;3;2;3;3.192383
340;2;3;2;3;2;3.192383
341;1;2;4;2;4;5.3954414
341;2;4;2;4;2;5.3954414
342;1;2;5;2;5;9.102429
342;2;5;2;5;2;9.102429
343;1;3;4;3;4;5.9629837
343;2;4;3;4;3;5.9629837
344;1;3;5;3;5;6.1082563
344;2;5;3;5;3;6.1082563
345;1;4;5;4;5;6.1082563
345;2;5;4;5;4;6.1082563
346;1;1;1;1;1;9.6268163
347;1;2;2;2;2;0.6213837
348;1;3;3;3;3;4.2047607
349;1;4;4;4;4;1.30449676
350;1;5;5;5;5;1.9899194
