familia;indice_fam;subposicion_1;subposicion_2;subposicion_3;subposicion_4;energia
17;2;1;0;3;0;2.5008008
17;3;3;0;1;0;2.5008008
17;4;0;3;0;1;2.5008008
18;1;0;1;0;4;4.3855272
18;2;1;0;4;0;4.3855272
18;3;4;0;1;0;4.3855272
18;4;0;4;0;1;4.3855272
19;1;0;1;0;5;6.3463323
19;2;1;0;5;0;6.3463323
19;3;5;0;1;0;6.3463323
19;4;0;5;0;1;6.3463323
20;1;0;1;1;1;6.1827419
20;2;1;0;1;1;6.1827419
20;3;1;1;1;0;6.1827419
20;4;1;1;0;1;6.1827419
21;1;0;1;1;2;4.7345478
21;2;1;0;2;1;4.7345478
21;3;2;1;1;0;4.7345478
21;4;1;2;0;1;4.7345478
22;1;0;1;1;3;3.1462211
22;2;1;0;3;1;3.1462211
22;3;3;1;1;0;3.1462211
22;4;1;3;0;1;3.1462211
23;1;0;1;1;4;5.950036600000001
23;2;1;0;4;1;5.950036600000001
23;3;4;1;1;0;5.950036600000001
23;4;1;4;0;1;5.950036600000001
24;1;0;1;1;5;8.802422
24;2;1;0;5;1;8.802422
24;3;5;1;1;0;8.802422
24;4;1;5;0;1;8.802422
25;1;0;1;2;2;3.8535334
25;2;1;0;2;2;3.8535334
25;3;2;2;1;0;3.8535334
25;4;2;2;0;1;3.8535334
26;1;0;1;2;3;1.3031525
26;2;1;0;3;2;1.3031525000000004
26;3;3;2;1;0;1.3031525
26;4;2;3;0;1;1.3031525
27;1;0;1;2;4;4.8539434
27;2;1;0;4;2;4.8539434
27;3;4;2;1;0;4.8539434
27;4;2;4;0;1;4.8539434
28;1;0;1;2;5;6.8466318
28;2;1;0;5;2;6.846631800000001
28;3;5;2;1;0;6.846631800000001
28;4;2;5;0;1;6.846631800000001
29;1;0;1;3;3;4.6275666
29;2;1;0;3;3;4.6275666
29;3;3;3;1;0;4.6275666
29;4;3;3;0;1;4.6275666
30;1;0;1;3;4;6.526953200000001
30;2;1;0;4;3;6.526953200000001
30;3;4;3;1;0;6.526953200000001
30;4;3;4;0;1;6.526953200000001
31;1;0;1;3;5;7.7244139
31;2;1;0;5;3;7.7244139
31;3;5;3;1;0;7.7244139
31;4;3;5;0;1;7.7244139
32;1;0;1;4;4;8.9066553
32;2;1;0;4;4;8.9066553
32;3;4;4;1;0;8.9066553
32;4;4;4;0;1;8.9066553
33;1;0;1;4;5;10.184030700000001
33;2;1;0;5;4;10.184030700000001
33;3;5;4;1;0;10.184030700000001
33;4;4;5;0;1;10.184030700000001
34;1;0;1;5;5;11.775025600000001
34;2;1;0;5;5;11.775025600000001
34;3;5;5;1;0;11.775025600000001
34;4;5;5;0;1;11.775025600000001
35;1;0;2;0;3;1.1728589
35;2;2;0;3;0;1.1728589
35;3;3;0;2;0;1.1728589
35;4;0;3;0;2;1.1728589
36;1;0;2;0;4;2.9078745
36;2;2;0;4;0;2.9078745
36;3;4;0;2;0;2.9078745
36;4;0;4;0;2;2.9078745
37;1;0;2;0;5;4.4193758
37;2;2;0;5;0;4.4193758
37;3;5;0;2;0;4.4193758
37;4;0;5;0;2;4.4193758
38;1;0;2;1;2;2.6884855
38;2;2;0;2;1;2.6884855
38;3;2;1;2;0;2.6884855
38;4;1;2;0;2;2.6884855
39;1;0;2;1;3;1.3322553000000001
39;2;2;0;3;1;1.3322553000000001
39;3;3;1;2;0;1.3322553000000006
39;4;1;3;0;2;1.3322553000000006
40;1;0;2;1;4;3.98636
40;2;2;0;4;1;3.9863600000000003
40;3;4;1;2;0;3.9863600000000003
40;4;1;4;0;2;3.9863600000000003
41;1;0;2;1;5;6.3894416
41;2;2;0;5;1;6.3894416000000005
41;3;5;1;2;0;6.3894416000000005
41;4;1;5;0;2;6.3894416000000005
42;1;0;2;2;2;1.0006983
42;2;2;0;2;2;1.0006983
42;3;2;2;2;0;1.0006983
42;4;2;2;0;2;1.0006983
43;1;0;2;2;3;-1.3175861000000002
43;2;2;0;3;2;-1.3175861000000002
43;3;3;2;2;0;-1.3175861000000002
43;4;2;3;0;2;-1.3175861000000002
44;1;0;2;2;4;2.083494
44;2;2;0;4;2;2.0834940000000004
44;3;4;2;2;0;2.0834940000000004
44;4;2;4;0;2;2.0834940000000004
45;1;0;2;2;5;3.6268786000000004
45;2;2;0;5;2;3.6268786000000004
45;3;5;2;2;0;3.6268786000000004
45;4;2;5;0;2;3.6268786000000004
46;1;0;2;3;3;2.8179288
46;2;2;0;3;3;2.8179288
46;3;3;3;2;0;2.8179288
46;4;3;3;0;2;2.8179288
47;1;0;2;3;4;4.5676046
47;2;2;0;4;3;4.5676046
47;3;4;3;2;0;4.5676046
47;4;3;4;0;2;4.5676046
48;1;0;2;3;5;5.315761500000001
48;2;2;0;5;3;5.315761500000001
48;3;5;3;2;0;5.315761500000001
48;4;3;5;0;2;5.315761500000001
49;1;0;2;4;4;4.6440076
49;2;2;0;4;4;4.6440076
49;3;4;4;2;0;4.6440076
49;4;4;4;0;2;4.6440076
50;1;0;2;4;5;5.4720792000000005
50;2;2;0;5;4;5.4720792000000005
50;3;5;4;2;0;5.4720792000000005
50;4;4;5;0;2;5.4720792000000005
51;1;0;2;5;5;4.898110700000001
51;2;2;0;5;5;4.898110700000001
51;3;5;5;2;0;4.898110700000001
51;4;5;5;0;2;4.898110700000001
52;1;0;3;0;4;3.8938979
52;2;3;0;4;0;3.8938979
52;3;4;0;3;0;3.8938979
52;4;0;4;0;3;3.8938979
53;1;0;3;0;5;5.6472897
53;2;3;0;5;0;5.6472897
53;3;5;0;3;0;5.6472897
53;4;0;5;0;3;5.6472897
54;1;0;3;1;3;4.136861
54;2;3;0;3;1;4.136861
54;3;3;1;3;0;4.136861
54;4;1;3;0;3;4.136861
55;1;0;3;1;4;6.6096652
55;2;3;0;4;1;6.6096652
55;3;4;1;3;0;6.6096652
55;4;1;4;0;3;6.6096652
56;1;0;3;1;5;9.2546373
56;2;3;0;5;1;9.2546373
56;3;5;1;3;0;9.2546373
56;4;1;5;0;3;9.2546373
57;1;0;3;2;3;2.2981204
57;2;3;0;3;2;2.2981204
57;3;3;2;3;0;2.2981204
57;4;2;3;0;3;2.2981204
58;1;0;3;2;4;5.5179
58;2;3;0;4;2;5.5179
58;3;4;2;3;0;5.5179
58;4;2;4;0;3;5.5179
59;1;0;3;2;5;7.303175100000001
59;2;3;0;5;2;7.303175100000001
59;3;5;2;3;0;7.303175100000001
59;4;2;5;0;3;7.303175100000001
60;1;0;3;3;3;3.1489451999999996
60;2;3;0;3;3;3.1489451999999996
60;3;3;3;3;0;3.1489451999999996
60;4;3;3;0;3;3.1489451999999996
61;1;0;3;3;4;4.7173205
61;2;3;0;4;3;4.7173205
61;3;4;3;3;0;4.7173205
61;4;3;4;0;3;4.7173205
62;1;0;3;3;5;5.7073678999999995
62;2;3;0;5;3;5.7073678999999995
62;3;5;3;3;0;5.7073678999999995
62;4;3;5;0;3;5.7073678999999995
63;1;0;3;4;4;5.566011
63;2;3;0;4;4;5.566011
63;3;4;4;3;0;5.566011
63;4;4;4;0;3;5.566011
64;1;0;3;4;5;6.6359731
64;2;3;0;5;4;6.6359731
64;3;5;4;3;0;6.6359731
64;4;4;5;0;3;6.6359731
65;1;0;3;5;5;9.0821997
65;2;3;0;5;5;9.0821997
65;3;5;5;3;0;9.0821997
65;4;5;5;0;3;9.0821997
66;1;0;4;0;5;6.6173025
66;2;4;0;5;0;6.6173025
66;3;5;0;4;0;6.6173025
66;4;0;5;0;4;6.6173025
67;1;0;4;1;4;8.8427996
67;2;4;0;4;1;8.8427996
67;3;4;1;4;0;8.8427996
67;4;1;4;0;4;8.8427996
68;1;0;4;1;5;10.8427307
68;2;4;0;5;1;10.8427307
68;3;5;1;4;0;10.8427307
68;4;1;5;0;4;10.8427307
69;1;0;4;2;4;5.4477353
69;2;4;0;4;2;5.4477353
69;3;4;2;4;0;5.4477353
69;4;2;4;0;4;5.4477353
70;1;0;4;2;5;6.5879694
70;2;4;0;5;2;6.5879694
70;3;5;2;4;0;6.5879694
70;4;2;5;0;4;6.5879694
71;1;0;4;3;4;5.419443299999999
71;2;4;0;4;3;5.419443299999999
71;3;4;3;4;0;5.419443299999999
71;4;3;4;0;4;5.419443299999999
72;1;0;4;3;5;5.7644497
72;2;4;0;5;3;5.7644497
72;3;5;3;4;0;5.7644497
72;4;3;5;0;4;5.7644497
73;1;0;4;4;4;7.7146976
73;2;4;0;4;4;7.7146976
73;3;4;4;4;0;7.7146976
73;4;4;4;0;4;7.7146976
74;1;0;4;4;5;8.1396187
74;2;4;0;5;4;8.1396187
74;3;5;4;4;0;8.1396187
74;4;4;5;0;4;8.1396187
75;1;0;4;5;5;7.611132000000001
75;2;4;0;5;5;7.611132000000001
75;3;5;5;4;0;7.611132000000001
75;4;5;5;0;4;7.611132000000001
76;1;0;5;1;5;13.440257500000001
76;2;5;0;5;1;13.440257500000001
76;3;5;1;5;0;13.440257500000001
76;4;1;5;0;5;13.440257500000001
77;1;0;5;2;5;7.020532800000002
77;2;5;0;5;2;7.020532800000002
77;3;5;2;5;0;7.020532800000002
77;4;2;5;0;5;7.020532800000002
78;1;0;5;3;5;9.217208200000002
78;2;5;0;5;3;9.217208200000002
78;3;5;3;5;0;9.217208200000002
78;4;3;5;0;5;9.217208200000002
79;1;0;5;4;5;8.617663900000002
79;2;5;0;5;4;8.617663900000002
79;3;5;4;5;0;8.617663900000002
79;4;4;5;0;5;8.617663900000002
80;1;0;5;5;5;18.2206861
80;2;5;0;5;5;18.2206861
80;3;5;5;5;0;18.2206861
80;4;5;5;0;5;18.2206861
81;1;1;0;0;2;0.6012315
81;2;0;1;2;0;0.6012315
81;3;2;0;0;1;0.6012315
81;4;0;2;1;0;0.6012315
82;1;1;0;0;3;3.3244058
82;2;0;1;3;0;3.3244058
82;3;3;0;0;1;3.3244058
82;4;0;3;1;0;3.3244058
83;1;1;0;0;4;5.4363958
83;2;0;1;4;0;5.4363958
83;3;4;0;0;1;5.4363958
83;4;0;4;1;0;5.4363958
84;1;1;0;0;5;3.8976202
84;2;0;1;5;0;3.8976202
84;3;5;0;0;1;3.8976202
84;4;0;5;1;0;3.8976202
85;1;1;0;1;2;4.2198911
85;2;0;1;2;1;4.2198911
85;3;2;1;0;1;4.2198911
85;4;1;2;1;0;4.2198911
86;1;1;0;1;3;4.9018669
86;2;0;1;3;1;4.9018669
86;3;3;1;0;1;4.9018669
86;4;1;3;1;0;4.9018669
87;1;1;0;1;4;7.932945999999999
87;2;0;1;4;1;7.932945999999999
87;3;4;1;0;1;7.932945999999999
87;4;1;4;1;0;7.932945999999999
88;1;1;0;1;5;7.2857506999999995
88;2;0;1;5;1;7.2857507
88;3;5;1;0;1;7.2857507
88;4;1;5;1;0;7.2857507
89;1;1;0;2;3;3.573455
89;2;0;1;3;2;3.573455
89;3;3;2;0;1;3.573455
89;4;2;3;1;0;3.573455
90;1;1;0;2;4;7.3515095
90;2;0;1;4;2;7.351509500000001
90;3;4;2;0;1;7.351509500000001
90;4;2;4;1;0;7.351509500000001
91;1;1;0;2;5;5.844617199999999
91;2;0;1;5;2;5.8446172
91;3;5;2;0;1;5.8446172
91;4;2;5;1;0;5.8446172
92;1;1;0;3;4;6.7542168
92;2;0;1;4;3;6.7542168
92;3;4;3;0;1;6.7542168
92;4;3;4;1;0;6.7542168
93;1;1;0;3;5;4.4520968
93;2;0;1;5;3;4.4520968
93;3;5;3;0;1;4.4520968
93;4;3;5;1;0;4.4520968
94;1;1;0;4;5;6.684450000000001
94;2;0;1;5;4;6.684450000000001
94;3;5;4;0;1;6.684450000000001
94;4;4;5;1;0;6.684450000000001
95;1;1;1;0;2;4.495834200000001
95;2;1;1;2;0;4.495834200000001
95;3;2;0;1;1;4.495834200000001
95;4;0;2;1;1;4.495834200000001
96;1;1;1;0;3;6.5859878
96;2;1;1;3;0;6.5859878
96;3;3;0;1;1;6.5859878
96;4;0;3;1;1;6.5859878
97;1;1;1;0;4;9.0887948
97;2;1;1;4;0;9.0887948
97;3;4;0;1;1;9.0887948
97;4;0;4;1;1;9.0887948
98;1;1;1;0;5;8.1441205
98;2;1;1;5;0;8.1441205
98;3;5;0;1;1;8.144120500000001
98;4;0;5;1;1;8.144120500000001
99;1;1;1;1;2;7.851023600000001
99;2;1;1;2;1;7.8510236
99;3;2;1;1;1;7.8510236
99;4;1;2;1;1;7.851023600000001
100;1;1;1;1;3;7.8999787
100;2;1;1;3;1;7.8999787
100;3;3;1;1;1;7.8999787
100;4;1;3;1;1;7.8999787
101;1;1;1;1;4;11.3218748
101;2;1;1;4;1;11.3218748
101;3;4;1;1;1;11.3218748
101;4;1;4;1;1;11.3218748
102;1;1;1;1;5;11.2687808
102;2;1;1;5;1;11.2687808
102;3;5;1;1;1;11.268780800000002
102;4;1;5;1;1;11.268780800000002
103;1;1;1;2;3;6.085542900000001
103;2;1;1;3;2;6.085542900000001
103;3;3;2;1;1;6.0855429
103;4;2;3;1;1;6.0855429
104;1;1;1;2;4;10.254414400000002
104;2;1;1;4;2;10.254414400000002
104;3;4;2;1;1;10.254414400000002
104;4;2;4;1;1;10.254414400000002
105;1;1;1;2;5;9.3416234
105;2;1;1;5;2;9.3416234
105;3;5;2;1;1;9.341623400000001
105;4;2;5;1;1;9.341623400000001
106;1;1;1;3;4;11.294403500000001
106;2;1;1;4;3;11.294403500000001
106;3;4;3;1;1;11.294403500000001
106;4;3;4;1;1;11.294403500000001
107;1;1;1;3;5;9.586384800000001
107;2;1;1;5;3;9.586384800000001
107;3;5;3;1;1;9.586384800000001
107;4;3;5;1;1;9.586384800000001
108;1;1;1;4;5;12.436818600000002
108;2;1;1;5;4;12.436818600000002
108;3;5;4;1;1;12.436818600000002
108;4;4;5;1;1;12.436818600000002
109;1;1;2;0;3;5.0107356
109;2;2;1;3;0;5.0107356
109;3;3;0;2;1;5.0107356
109;4;0;3;1;2;5.0107356
110;1;1;2;0;4;7.3638318
110;2;2;1;4;0;7.3638318
110;3;4;0;2;1;7.3638318
110;4;0;4;1;2;7.3638318
111;1;1;2;0;5;5.9698537
111;2;2;1;5;0;5.9698537
111;3;5;0;2;1;5.969853700000001
111;4;0;5;1;2;5.969853700000001
112;1;1;2;1;3;5.838702600000001
112;2;2;1;3;1;5.8387025999999995
112;3;3;1;2;1;5.8387026
112;4;1;3;1;2;5.838702600000001
113;1;1;2;1;4;9.110887900000002
113;2;2;1;4;1;9.1108879
113;3;4;1;2;1;9.1108879
113;4;1;4;1;2;9.1108879
114;1;1;2;1;5;8.608490100000001
114;2;2;1;5;1;8.6084901
114;3;5;1;2;1;8.608490100000001
114;4;1;5;1;2;8.608490100000001
115;1;1;2;2;2;3.8984965999999996
115;2;2;1;2;2;3.8984965999999996
115;3;2;2;2;1;3.8984966000000005
115;4;2;2;1;2;3.8984965999999996
116;1;1;2;2;3;3.2174940000000003
116;2;2;1;3;2;3.2174940000000003
116;3;3;2;2;1;3.2174940000000003
116;4;2;3;1;2;3.2174940000000003
117;1;1;2;2;4;7.2366547
117;2;2;1;4;2;7.2366547
117;3;4;2;2;1;7.236654700000001
117;4;2;4;1;2;7.2366547
118;1;1;2;2;5;5.8745598999999995
118;2;2;1;5;2;5.8745598999999995
118;3;5;2;2;1;5.874559900000001
118;4;2;5;1;2;5.874559900000001
119;1;1;2;3;3;6.7199881999999995
119;2;2;1;3;3;6.7199881999999995
119;3;3;3;2;1;6.7199881999999995
119;4;3;3;1;2;6.7199881999999995
120;1;1;2;3;4;9.0877446
120;2;2;1;4;3;9.0877446
120;3;4;3;2;1;9.0877446
120;4;3;4;1;2;9.0877446
121;1;1;2;3;5;6.9304220999999995
121;2;2;1;5;3;6.9304220999999995
121;3;5;3;2;1;6.9304221
121;4;3;5;1;2;6.9304221
122;1;1;2;4;4;9.5549646
122;2;2;1;4;4;9.5549646
122;3;4;4;2;1;9.554964600000002
122;4;4;4;1;2;9.554964600000002
123;1;1;2;4;5;7.4775568
123;2;2;1;5;4;7.4775568
123;3;5;4;2;1;7.477556800000001
123;4;4;5;1;2;7.477556800000001
124;1;1;2;5;5;7.497689600000002
124;2;2;1;5;5;7.497689600000002
124;3;5;5;2;1;7.497689600000002
124;4;5;5;1;2;7.497689600000002
125;1;1;3;0;4;6.3086567
125;2;3;1;4;0;6.3086567
125;3;4;0;3;1;6.3086567
125;4;0;4;1;3;6.3086567
126;1;1;3;0;5;5.1565691000000005
126;2;3;1;5;0;5.1565691000000005
126;3;5;0;3;1;5.1565691000000005
126;4;0;5;1;3;5.1565691000000005
127;1;1;3;1;4;9.6929946
127;2;3;1;4;1;9.6929946
127;3;4;1;3;1;9.6929946
127;4;1;4;1;3;9.6929946
128;1;1;3;1;5;9.4324873
128;2;3;1;5;1;9.432487300000002
128;3;5;1;3;1;9.432487300000002
128;4;1;5;1;3;9.432487300000002
129;1;1;3;2;3;4.792002
129;2;3;1;3;2;4.792002
129;3;3;2;3;1;4.792002
129;4;2;3;1;3;4.792002
130;1;1;3;2;4;8.629862200000002
130;2;3;1;4;2;8.629862200000002
130;3;4;2;3;1;8.629862200000002
130;4;2;4;1;3;8.629862200000002
131;1;1;3;2;5;7.5096579000000006
131;2;3;1;5;2;7.5096579000000006
131;3;5;2;3;1;7.5096579000000006
131;4;2;5;1;3;7.5096579000000006
132;1;1;3;3;3;5.0098061000000005
132;2;3;1;3;3;5.0098061000000005
132;3;3;3;3;1;5.0098061000000005
132;4;3;3;1;3;5.0098061000000005
133;1;1;3;3;4;7.196262
133;2;3;1;4;3;7.196262
133;3;4;3;3;1;7.196262
133;4;3;4;1;3;7.196262
134;1;1;3;3;5;5.28083
134;2;3;1;5;3;5.28083
134;3;5;3;3;1;5.28083
134;4;3;5;1;3;5.28083
135;1;1;3;4;4;8.435769500000001
135;2;3;1;4;4;8.435769500000001
135;3;4;4;3;1;8.435769500000001
135;4;4;4;1;3;8.435769500000001
136;1;1;3;4;5;6.600252200000002
136;2;3;1;5;4;6.600252200000002
136;3;5;4;3;1;6.600252200000002
136;4;4;5;1;3;6.600252200000002
137;1;1;3;5;5;9.640580100000001
137;2;3;1;5;5;9.640580100000001
137;3;5;5;3;1;9.640580100000001
137;4;5;5;1;3;9.640580100000001
138;1;1;4;0;5;7.0456710000000005
138;2;4;1;5;0;7.0456710000000005
138;3;5;0;4;1;7.0456710000000005
138;4;0;5;1;4;7.0456710000000005
139;1;1;4;1;5;11.9396698
139;2;4;1;5;1;11.9396698
139;3;5;1;4;1;11.9396698
139;4;1;5;1;4;11.9396698
140;1;1;4;2;4;9.4787866
140;2;4;1;4;2;9.4787866
140;3;4;2;4;1;9.4787866
140;4;2;4;1;4;9.4787866
141;1;1;4;2;5;7.713541300000001
141;2;4;1;5;2;7.713541300000001
141;3;5;2;4;1;7.713541300000001
141;4;2;5;1;4;7.713541300000001
142;1;1;4;3;4;8.8174739
142;2;4;1;4;3;8.8174739
142;3;4;3;4;1;8.8174739
142;4;3;4;1;4;8.8174739
143;1;1;4;3;5;6.2570009
143;2;4;1;5;3;6.2570009
143;3;5;3;4;1;6.2570009
143;4;3;5;1;4;6.2570009
144;1;1;4;4;4;11.503545200000001
144;2;4;1;4;4;11.503545200000001
144;3;4;4;4;1;11.503545200000001
144;4;4;4;1;4;11.503545200000001
145;1;1;4;4;5;9.022986900000001
145;2;4;1;5;4;9.022986900000001
145;3;5;4;4;1;9.022986900000001
145;4;4;5;1;4;9.022986900000001
146;1;1;4;5;5;9.088601500000003
146;2;4;1;5;5;9.088601500000003
146;3;5;5;4;1;9.088601500000001
146;4;5;5;1;4;9.088601500000001
147;1;1;5;2;5;9.037685000000003
147;2;5;1;5;2;9.037685000000002
147;3;5;2;5;1;9.037685000000002
147;4;2;5;1;5;9.037685000000003
148;1;1;5;3;5;10.6013397
148;2;5;1;5;3;10.6013397
148;3;5;3;5;1;10.6013397
148;4;3;5;1;5;10.6013397
149;1;1;5;4;5;10.392612400000003
149;2;5;1;5;4;10.392612400000003
149;3;5;4;5;1;10.392612400000003
149;4;4;5;1;5;10.392612400000003
150;1;1;5;5;5;20.5897359
150;2;5;1;5;5;20.5897359
150;3;5;5;5;1;20.5897359
150;4;5;5;1;5;20.5897359
151;1;2;0;0;3;1.6131933
151;2;0;2;3;0;1.6131933
151;3;3;0;0;2;1.6131933
151;4;0;3;2;0;1.6131933
152;1;2;0;0;4;1.4218842
152;2;0;2;4;0;1.4218842
152;3;4;0;0;2;1.4218842
152;4;0;4;2;0;1.4218842
153;1;2;0;0;5;-2.2818547999999996
153;2;0;2;5;0;-2.2818547999999996
153;3;5;0;0;2;-2.2818547999999996
153;4;0;5;2;0;-2.2818547999999996
154;1;2;0;1;2;1.7262106
154;2;0;2;2;1;1.7262106
154;3;2;1;0;2;1.7262106
154;4;1;2;2;0;1.7262106
155;1;2;0;1;3;3.2192872
155;2;0;2;3;1;3.2192872
155;3;3;1;0;2;3.2192872
155;4;1;3;2;0;3.2192872
156;1;2;0;1;4;3.9470671999999993
156;2;0;2;4;1;3.9470672
156;3;4;1;0;2;3.9470672
156;4;1;4;2;0;3.9470672
157;1;2;0;1;5;1.1349084999999999
157;2;0;2;5;1;1.1349085000000008
157;3;5;1;0;2;1.1349085000000008
157;4;1;5;2;0;1.1349085000000008
158;1;2;0;2;3;1.5317207
158;2;0;2;3;2;1.5317207
158;3;3;2;0;2;1.5317207
158;4;2;3;2;0;1.5317207
159;1;2;0;2;4;3.0064761
159;2;0;2;4;2;3.0064761000000004
159;3;4;2;0;2;3.0064761000000004
159;4;2;4;2;0;3.0064761000000004
160;1;2;0;2;5;-0.6653795999999996
160;2;0;2;5;2;-0.6653795999999996
160;3;5;2;0;2;-0.6653795999999996
160;4;2;5;2;0;-0.6653795999999996
161;1;2;0;3;4;2.6412799
161;2;0;2;4;3;2.6412799
161;3;4;3;0;2;2.6412799
161;4;3;4;2;0;2.6412799
162;1;2;0;3;5;-1.8258034999999992
162;2;0;2;5;3;-1.8258034999999992
162;3;5;3;0;2;-1.8258034999999992
162;4;3;5;2;0;-1.8258034999999992
163;1;2;0;4;5;0.25683890000000087
163;2;0;2;5;4;0.25683890000000087
163;3;5;4;0;2;0.25683890000000087
163;4;4;5;2;0;0.25683890000000087
164;1;2;1;0;3;4.627465
164;2;1;2;3;0;4.627465
164;3;3;0;1;2;4.627465000000001
164;4;0;3;2;1;4.627465
165;1;2;1;0;4;4.8269729
165;2;1;2;4;0;4.8269729
165;3;4;0;1;2;4.8269729
165;4;0;4;2;1;4.8269729
166;1;2;1;0;5;1.7173352
166;2;1;2;5;0;1.7173352
166;3;5;0;1;2;1.7173352000000008
166;4;0;5;2;1;1.7173352000000008
167;1;2;1;1;3;5.970088700000001
167;2;1;2;3;1;5.9700887
167;3;3;1;1;2;5.9700887
167;4;1;3;2;1;5.9700887
168;1;2;1;1;4;7.088685700000001
168;2;1;2;4;1;7.088685699999999
168;3;4;1;1;2;7.088685700000001
168;4;1;4;2;1;7.088685700000001
169;1;2;1;1;5;4.8706283
169;2;1;2;5;1;4.8706283
169;3;5;1;1;2;4.870628300000001
169;4;1;5;2;1;4.870628300000001
170;1;2;1;2;3;3.7964983000000005
170;2;1;2;3;2;3.7964982999999997
170;3;3;2;1;2;3.7964983
170;4;2;3;2;1;3.7964983
171;1;2;1;2;4;5.662070700000001
171;2;1;2;4;2;5.6620707
171;3;4;2;1;2;5.6620707
171;4;2;4;2;1;5.662070700000001
172;1;2;1;2;5;2.5843163000000007
172;2;1;2;5;2;2.5843163000000007
172;3;5;2;1;2;2.5843163000000016
172;4;2;5;2;1;2.5843163000000016
173;1;2;1;3;4;6.9341563
173;2;1;2;4;3;6.934156300000001
173;3;4;3;1;2;6.9341563000000015
173;4;3;4;2;1;6.9341563000000015
174;1;2;1;3;5;3.0611742
174;2;1;2;5;3;3.061174200000001
174;3;5;3;1;2;3.061174200000001
174;4;3;5;2;1;3.061174200000001
175;1;2;1;4;5;5.7618972
175;2;1;2;5;4;5.761897200000001
175;3;5;4;1;2;5.761897200000002
175;4;4;5;2;1;5.761897200000002
176;1;2;2;0;3;4.1340492
176;2;2;2;3;0;4.1340492
176;3;3;0;2;2;4.1340492
176;4;0;3;2;2;4.1340492
177;1;2;2;0;4;4.1838463
177;2;2;2;4;0;4.1838463
177;3;4;0;2;2;4.183846300000001
177;4;0;4;2;2;4.183846300000001
178;1;2;2;0;5;0.6249048000000008
178;2;2;2;5;0;0.6249048000000008
178;3;5;0;2;2;0.6249048000000008
178;4;0;5;2;2;0.6249048000000008
179;1;2;2;1;3;4.990649
179;2;2;2;3;1;4.990649
179;3;3;1;2;2;4.990649000000001
179;4;1;3;2;2;4.990649000000001
180;1;2;2;1;4;5.9595352
180;2;2;2;4;1;5.9595352
180;3;4;1;2;2;5.9595352
180;4;1;4;2;2;5.9595352
181;1;2;2;1;5;3.292174
181;2;2;2;5;1;3.292174000000001
181;3;5;1;2;2;3.292174000000001
181;4;1;5;2;2;3.292174000000001
182;1;2;2;2;3;2.0102858
182;2;2;2;3;2;2.0102858
182;3;3;2;2;2;2.0102858
182;4;2;3;2;2;2.0102858
183;1;2;2;2;4;3.7261474000000003
183;2;2;2;4;2;3.7261474000000003
183;3;4;2;2;2;3.7261474000000003
183;4;2;4;2;2;3.7261474000000003
184;1;2;2;2;5;0.19908919999999952
184;2;2;2;5;2;0.19908920000000085
184;3;5;2;2;2;0.19908920000000085
184;4;2;5;2;2;0.1990892000000004
